"optimizer","learning_rate","lr_decay","loss_function","batch_size","epochs","verbose","hidden_units","input_dim","dummy_val","model_name","run_id","dense_units","dense_dropout","lstm_units","channels","kernel_regularizer","initializer","conv_units","conv_activation","kernel_size","pool_size","conv_dropout","lstm_activation","lstm_dropout","pool_strides","dilation_rate","test_loss","test_acc","min_train_loss","max_train_acc","min_val_loss","max_val_acc"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-17-31-CNNLSTM","[512]","0.4","[16]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.2","[1, 2]","1.0","1.412615180015564","0.2600000023841858","1.392115567594128","0.2864972595617316","1.3847576815211131","0.3213572857265701"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-20-38-CNNLSTM","[1024]","0.0","[16]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.2","[1, 2]","1.0","1.3599852418899536","0.3","1.369133882577228","0.3328350770812042","1.3862994778418019","0.3193612778615095"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-23-28-CNNLSTM","[1024]","0.2","[16]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.2","[1, 2]","1.0","1.4119812917709351","0.18000000178813935","1.3955644089960613","0.2939711012202349","1.3869341228774446","0.3213572859645128"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-33-25-CNNLSTM","[1024]","0.4","[16]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.2","[1, 2]","1.0","1.3736326026916503","0.3400000023841858","1.290395559810796","0.4040857001092224","1.3236750078772357","0.35728542920120226"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-38-34-CNNLSTM","[512]","0.0","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.0","[1, 2]","1.0","1.3399077224731446","0.3800000011920929","1.1791454979478868","0.4798206276541987","1.33164817725351","0.37325349319242906"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-43-19-CNNLSTM","[512]","0.2","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.0","[1, 2]","1.0","1.3386566400527955","0.4000000011920929","1.161767814933927","0.5002491282003105","1.3437197286925628","0.3692614772243652"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-47-03-CNNLSTM","[512]","0.4","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.0","[1, 2]","1.0","1.315232229232788","0.4600000095367432","1.246437270307517","0.4280019929650178","1.3335736197625805","0.3752495010574897"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-50-30-CNNLSTM","[1024]","0.0","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.0","[1, 2]","1.0","1.5157534885406494","0.3600000011920929","1.245833384972873","0.44145490765927975","1.3474509366258176","0.36526946113733"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-55-28-CNNLSTM","[1024]","0.2","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.0","[1, 2]","1.0","1.3317712020874024","0.4400000011920929","1.191952279092782","0.47732934734390103","1.3509386114017692","0.35728542920120226"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-15_23-59-14-CNNLSTM","[1024]","0.4","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.0","[1, 2]","1.0","1.3357714796066285","0.3400000011920929","1.2414466398654438","0.4374688589489751","1.3484162599026799","0.3652694622675578"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-01-37-CNNLSTM","[512]","0.0","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.2","[1, 2]","1.0","1.4136164426803588","0.2800000047683716","1.3748622071285657","0.3278525162675693","1.386436148555931","0.3133732535524996"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-07-30-CNNLSTM","[512]","0.2","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.2","[1, 2]","1.0","1.4119870901107787","0.2600000011920929","1.3032396754995177","0.4015944193682982","1.3420481805553932","0.3692614774623079"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-09-59-CNNLSTM","[512]","0.4","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.2","[1, 2]","1.0","1.3805677795410156","0.3200000011920929","1.3850630637004","0.30842052812177145","1.3862282618315158","0.3273453097976373"
"adam","0.001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-17-46-CNNLSTM","[1024]","0.0","[32]","3.0","0.0001","glorot_uniform","[16, 16]","relu","[2, 2]","[1, 2]","[0.2, 0.2]","tanh","0.2","[1, 2]","1.0","1.4188650751113892","0.3200000023841858","1.3048929278388448","0.4035874439016408","1.3584829526033229","0.34331337343195"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-25-22-CNNLSTM","[512]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.5477420711517331","0.3000000035762787","1.1453166895383142","0.521674140330031","1.351363625593052","0.3932135739250335"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-32-31-CNNLSTM","[512]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.3821121263504028","0.4200000047683716","1.1099298122396026","0.5371200794239928","1.3420186142721575","0.3892215569457132"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-37-50-CNNLSTM","[1024]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.3459062623977658","0.44000000357627866","1.0797249296142737","0.5570503238070706","1.3561155810327588","0.3832335329936174"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-42-54-CNNLSTM","[1024]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.2893897914886474","0.38000000357627867","1.1175834385684669","0.5311410061803455","1.3295478087937285","0.3892215579569697"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_00-51-53-CNNLSTM","[512]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.3847460794448851","0.3000000035762787","1.3117992662943947","0.4070752367458952","1.3660749606267657","0.3512974063793342"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_01-03-30-CNNLSTM","[512]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.3787914943695068","0.3600000023841858","1.245536177207061","0.45690084709477297","1.3430608358687746","0.355289421455113"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_01-14-05-CNNLSTM","[1024]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.3241952514648438","0.3200000035762787","1.2395229220806097","0.4598903834790095","1.3424908134513749","0.3612774452882375"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_01-25-06-CNNLSTM","[1024]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.306059718132019","0.4600000095367432","1.2510615750575576","0.44942700531747604","1.3490023296512292","0.3652694612563013"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_01-30-12-CNNLSTM","[512]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.306640362739563","0.4600000011920929","1.0600304370147409","0.5854509215956014","1.3686303547518457","0.3952095810167804"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_01-37-16-CNNLSTM","[512]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.3623961591720577","0.3600000035762787","1.092699871528903","0.5565520680301155","1.368280391017358","0.3972055891197837"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_01-43-45-CNNLSTM","[1024]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.5698618268966675","0.2800000005960465","1.0962189511392744","0.5470852016155318","1.3573922627938246","0.3952095811357517"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_01-49-33-CNNLSTM","[1024]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.55349422454834","0.3400000023841858","1.142287437513092","0.5226706524185121","1.3559481828750488","0.4051896209369401"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_01-58-42-CNNLSTM","[512]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.3356132745742797","0.3400000035762787","1.2244226577927","0.4803188838469311","1.3636042319847914","0.359281438315462"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_02-10-36-CNNLSTM","[512]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.3600519895553589","0.4000000023841858","1.2131520537042355","0.4902840060384699","1.3583569938313222","0.3612774455261801"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_02-22-28-CNNLSTM","[1024]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.297072114944458","0.4000000011920929","1.2028820075142959","0.4952665669708984","1.3560281956267215","0.3812375251285568"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_02-36-19-CNNLSTM","[1024]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.251032133102417","0.5000000011920929","1.1856464554435528","0.5042351768215201","1.3438938782362644","0.4091816369050039"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_02-43-49-CNNLSTM","[512]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.3296799373626709","0.44000000357627866","1.0205825477556378","0.6113602388659459","1.3950190598855237","0.3692614782356217"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_02-50-34-CNNLSTM","[512]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.3339222145080567","0.44","1.1641877480983496","0.5401096162834035","1.3884941108688384","0.3892215571836559"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_02-57-40-CNNLSTM","[1024]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.4863431024551392","0.4600000035762787","1.011169923854575","0.6198305931920487","1.3915550442274935","0.4051896218292251"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_03-04-29-CNNLSTM","[1024]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.0","[1, 2, 1]","1.0","1.2861057472229005","0.46","1.0963317430251025","0.5779770801598361","1.4086121313586206","0.3692614774623079"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_03-17-30-CNNLSTM","[512]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.3810503530502318","0.3800000023841858","1.1697350814678684","0.5246636769518546","1.375948586863672","0.3792415181557813"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_03-35-04-CNNLSTM","[512]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.3310424470901492","0.4000000035762787","1.159470947631034","0.5326357747288444","1.3570295812603004","0.3972055891197837"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_03-48-47-CNNLSTM","[1024]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.2787667751312255","0.4200000095367432","1.1911167542496068","0.5166915795312453","1.3882703371866496","0.3772455091604929"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_04-05-20-CNNLSTM","[1024]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0, 0, 0]","tanh","0.2","[1, 2, 1]","1.0","1.346898512840271","0.44000000357627866","1.1890977034832508","0.5132037865978958","1.3779308220107636","0.3852295419889058"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_04-14-58-CNNLSTM","[512]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.4188388299942016","0.28","1.4015948942899108","0.31689088188360504","1.3958302807665155","0.3592814375421482"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_04-29-36-CNNLSTM","[512]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.4234299612045291","0.2000000047683716","1.3990283322441204","0.3228699552163474","1.3930654451994602","0.3373253494501114"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_04-43-35-CNNLSTM","[1024]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.329338960647583","0.4","1.3749396689328972","0.34479322367244297","1.375575204333383","0.36327345362918345"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_04-57-10-CNNLSTM","[1024]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.3970448637008668","0.3200000011920929","1.3853464762726173","0.3303437967486327","1.3912831066611284","0.33333333374973306"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_05-04-23-CNNLSTM","[512]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.3785955238342285","0.46","1.4158319914940882","0.2894867961835552","1.4106217318190308","0.313373254028385"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_05-13-38-CNNLSTM","[512]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.3980624628067018","0.3200000023841858","1.4175611676775406","0.3039362230405442","1.413055999550277","0.30538922197328594"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_05-22-54-CNNLSTM","[1024]","0.2","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.3964263439178466","0.34000000953674314","1.4033257796150211","0.31838565006087416","1.4077343224527354","0.3153692618934456"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_05-35-11-CNNLSTM","[1024]","0.4","[32]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.4030970478057858","0.28000000238418576","1.4134882102870323","0.2969606375896224","1.4043754667579056","0.32335329394854473"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_05-43-38-CNNLSTM","[512]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.4564177513122558","0.28000000238418576","1.4266438415291658","0.30592924770752944","1.416365459769548","0.33932135758285753"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_06-05-04-CNNLSTM","[512]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.3881716156005859","0.3600000023841858","1.380210408537199","0.35675137017458664","1.3921256512700917","0.3672654695972473"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_06-17-17-CNNLSTM","[1024]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.4522065448760986","0.3400000011920929","1.4050072926933277","0.332336821066662","1.411877574558981","0.33133732576570113"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_06-28-09-CNNLSTM","[1024]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.3751050996780396","0.3600000011920929","1.4201726467976477","0.3158943696763305","1.4159602271820495","0.3433133737888641"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_06-39-31-CNNLSTM","[512]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.4228815603256226","0.3400000023841858","1.44291302542456","0.3014449426560005","1.4283180289163795","0.3253493018136053"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_06-47-01-CNNLSTM","[512]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.4299130296707154","0.3799999976158142","1.4382952259854411","0.30144494273767103","1.4303290912967004","0.3273453095596945"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_06-57-47-CNNLSTM","[1024]","0.2","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.4044514083862305","0.3800000095367432","1.4216335142318086","0.3148978573502625","1.4174162335024625","0.35528942157408433"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_07-05-53-CNNLSTM","[1024]","0.4","[64]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.4236674165725711","0.3000000035762787","1.4438080296447515","0.29247633279052965","1.431291135247358","0.323353293710602"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_07-27-22-CNNLSTM","[512]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.442915449142456","0.3400000023841858","1.3957521013199066","0.3712007971652183","1.4106086390223094","0.3532934137090237"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_07-42-31-CNNLSTM","[512]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.430864644050598","0.3000000023841858","1.4398318359254303","0.3293472843408941","1.436371858724339","0.33532934185273633"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_08-06-31-CNNLSTM","[1024]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.4143305540084838","0.32000000059604644","1.3753338166000717","0.3841554557558429","1.4070341313432553","0.3473053895189853"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_08-40-31-CNNLSTM","[1024]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.0","[1, 2, 1]","1.0","1.4129344034194946","0.3400000005960465","1.367221363575588","0.39412057793253263","1.3996331322930768","0.3692614774623079"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_08-50-24-CNNLSTM","[512]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.4564146852493287","0.3600000095367432","1.473221258138268","0.3104135525363206","1.4514385447530689","0.345309381415982"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_09-00-28-CNNLSTM","[512]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.4552368688583377","0.2800000035762787","1.4974697970251094","0.2879920277538499","1.456156723275632","0.33333333374973306"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_09-21-02-CNNLSTM","[1024]","0.2","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.4270304250717163","0.2600000035762787","1.4273900799805928","0.3378176383031917","1.4364309851043","0.3453093824272384"
"adam","0.0001","0.001","categorical_crossentropy","32","300","1","","(2007, 8, 6, 7, 3)","","CNNLSTM","2018-03-16_09-44-29-CNNLSTM","[1024]","0.4","[128]","3.0","0.0001","glorot_uniform","[32, 64, 128]","relu","[2, 2]","[1, 2, 1]","[0.2, 0.2, 0.2]","tanh","0.2","[1, 2, 1]","1.0","1.3913651657104489","0.4400000095367432","1.4194579334121231","0.34479322367244297","1.4339301436247227","0.3612774455261801"
